Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	tree_length
4716	-179.4491	-242.4572	63.00814	0.0295299	0.0146948	0.0225795	0.0525309	0.0435881	0.0345887	0.000627189	0.0267793	0.0639664	0.0195448	0.0451641	0.0391454	0.047761	0.0139845	0.0180684	0.0166119	0.0300506	0.0198027	0.0340238	0.0296453	0.0176401	0.00806164	0.000400764	0.0182718	0.00124874	0.0428044	0.0642009	0.0300578	0.0666345	0.00264492	0.0746967	0.00342295	0.0192754	0.0104866	0.00662509	0.0308855	0.0406282	0.0153017	0.00173833	0.00632039	0.000741641	0.0244795	0.0178169	0.0128723	0.065202	0.0390826	0.016779	0.00632455	0.0846363	0.462826	2.16064	11.8153	158.114	3.661126	0.0237951	0.011841	0.0181945	0.0423292	0.0351232	0.0278715	0.000505387	0.0215787	0.0515439	0.0157491	0.0363931	0.0315432	0.0384857	0.0112687	0.0145594	0.0133858	0.0242147	0.0159569	0.0274163	0.0238881	0.0142143	0.00649605	0.000322935	0.0147234	0.00100623	0.0344917	0.0517329	0.0242205	0.0536939	0.00213127	0.0601904	0.0027582	0.015532	0.00845006	0.00533847	0.0248874	0.032738	0.0123301	0.00140074	0.00509295	0.000597612	0.0197255	0.0143568	0.0103725	0.0525395	0.0314926	0.0135205	1.241008
4752	-170.8448	-235.3635	64.51875	0.02398	0.00548951	0.004509	0.0266226	0.0384398	0.0474608	0.0282608	0.0326697	0.045337	0.0125614	0.00557641	0.0304373	0.0989085	0.00025462	0.0106928	0.00643736	0.00984771	0.0510039	0.158427	0.0328322	0.0486833	0.00835508	0.0248651	0.0131103	0.0103442	0.00677204	0.00569581	0.00992498	0.0321844	0.022427	0.0409954	0.0235604	0.0183349	0.00774017	0.0125629	0.059259	0.0168588	2.39214e-06	0.0383936	0.0162871	0.005182	0.00511951	0.00750492	0.00382717	0.0223743	0.0275956	0.0151457	0.0457512	0.222165	0.625424	1.59892	4.50117	21.8574	2.230333	0.0204458	0.00468047	0.00384447	0.022699	0.0327746	0.0404661	0.0240957	0.0278549	0.0386553	0.0107101	0.00475456	0.0259515	0.0843314	0.000217094	0.00911693	0.00548863	0.00839636	0.043487	0.135078	0.0279934	0.0415084	0.00712372	0.0212005	0.0111781	0.00881965	0.00577398	0.00485636	0.00846224	0.0274411	0.0191218	0.0349536	0.0200881	0.0156327	0.00659943	0.0107113	0.0505255	0.0143742	2.03959e-06	0.0327352	0.0138867	0.00441828	0.004365	0.00639886	0.00326312	0.0190768	0.0235286	0.0129136	1.172854
4788	-176.6917	-241.1532	64.46149	0.0248108	0.0215372	0.00366762	0.0211678	0.0148031	0.0356472	0.0131099	0.0178676	0.00588038	0.0047751	0.0212693	0.00682585	0.056672	0.001015	0.00343709	0.00758678	0.00709809	0.0309312	0.0996112	0.0306262	0.0324837	0.0113892	0.0128668	0.0113356	0.0233274	0.00869251	0.0362892	0.0174253	0.0180412	0.0304323	0.00134901	0.0250342	0.0189234	0.00080507	0.00393475	0.00418295	0.0252472	0.00257196	0.0420309	0.110028	0.0296464	0.021671	0.00803388	0.0705958	0.00495986	0.0179692	0.0211592	0.0345028	0.193601	0.59914	1.66906	5.16526	28.9832	2.434367	0.0238849	0.0207334	0.00353075	0.0203778	0.0142507	0.0343169	0.0126206	0.0172008	0.00566093	0.0045969	0.0204756	0.00657112	0.0545571	0.000977122	0.00330882	0.00730365	0.0068332	0.0297769	0.0958938	0.0294833	0.0312714	0.0109642	0.0123866	0.0109126	0.0224568	0.00836812	0.0349349	0.016775	0.0173679	0.0292966	0.00129866	0.0240999	0.0182172	0.000775025	0.00378791	0.00402684	0.024305	0.00247598	0.0404624	0.105922	0.0285401	0.0208622	0.00773406	0.0679612	0.00477476	0.0172986	0.0203696	1.038766
4824	-172.6541	-235.9643	63.31022	0.0269627	0.00956596	0.0295722	0.0327875	0.0291507	0.0646917	0.00214409	0.0873786	0.120243	0.0440414	0.0474713	0.0461549	0.0719284	0.0145151	0.00777927	0.0466415	0.0724108	0.0294314	0.0502665	0.0165259	0.0449568	0.0166545	0.0836653	0.0403424	0.0859437	0.0163724	0.0510944	0.0201795	0.0808045	0.0111033	0.0017109	0.0270631	0.0419267	0.0191676	0.0549346	0.00482905	0.0394628	0.00408878	0.0214506	0.0274082	0.00459903	0.0732807	0.00233017	0.0846965	0.0424202	0.0256656	0.0421407	0.0279395	0.17467	0.580211	1.72351	5.7251	35.7916	2.586932	0.0148313	0.00526193	0.0162667	0.0180354	0.0160349	0.0355849	0.0011794	0.0480642	0.066142	0.0242258	0.0261125	0.0253884	0.0395656	0.00798433	0.00427913	0.025656	0.0398309	0.0161893	0.02765	0.00909037	0.0247293	0.00916111	0.0460216	0.0221911	0.0472749	0.00900595	0.0281054	0.0111001	0.044448	0.00610757	0.000941112	0.0148866	0.0230626	0.0105435	0.0302178	0.00265631	0.0217072	0.00224911	0.0117993	0.0150764	0.00252978	0.0403094	0.00128175	0.0465889	0.023334	0.0141179	0.0231803	1.817955
4860	-176.3633	-240.3002	63.93694	0.0394947	0.00887205	0.00199113	0.034148	0.0356708	0.0357634	0.00885105	0.00824789	0.0230676	0.0468624	0.0550246	0.0178788	0.0293178	0.00146638	9.88808e-05	0.0229535	0.00239802	0.0344018	0.0449742	0.00219659	0.0100558	0.0136577	8.0887e-05	4.42965e-05	0.0173155	0.0173704	0.011853	0.00126575	0.0354189	0.00440971	0.00033129	0.0129536	0.0321092	0.018204	0.0325193	0.0246277	0.0234968	0.0104657	0.0378601	0.0911268	0.00156418	0.0225771	0.00276345	0.00850532	0.00521127	0.00149847	0.0178909	0.0140277	0.124819	0.522464	1.91401	8.0116	71.2875	3.085133	0.0434554	0.00976177	0.0021908	0.0375725	0.039248	0.0393499	0.00973866	0.00907502	0.0253809	0.0515619	0.0605427	0.0196717	0.0322579	0.00161344	0.000108797	0.0252553	0.0026385	0.0378517	0.0494844	0.00241687	0.0110642	0.0150273	8.89986e-05	4.87388e-05	0.019052	0.0191124	0.0130417	0.00139268	0.0389708	0.00485193	0.000364513	0.0142527	0.0353293	0.0200295	0.0357804	0.0270975	0.0258531	0.0115153	0.0416568	0.100265	0.00172104	0.0248412	0.00304058	0.00935826	0.00573387	0.00164874	0.0196851	0.9088566
4896	-176.5748	-239.4049	62.83007	0.0269691	0.0434307	0.00814559	0.0387049	0.129605	0.0749207	0.00509231	0.0284132	0.0158196	0.0098286	0.0434767	0.0130858	0.0293455	0.00759535	0.00634237	0.0167766	0.0377415	0.0526249	0.0185711	0.00242794	0.0216678	0.000779108	0.0138123	0.0003	0.0149693	0.0018478	0.0322974	0.0113443	0.0464691	0.0153378	0.00612685	0.0181197	0.00127538	0.0202307	0.0307464	0.0148552	0.0448669	0.0261196	0.0504336	0.0165208	0.0122207	0.0769596	0.0205258	0.0518241	0.00572561	0.00108042	0.0303206	0.00459186	0.0724012	0.44082	2.2685	13.8119	217.777	3.89262	0.0225552	0.0363226	0.00681243	0.0323703	0.108393	0.0626588	0.00425887	0.0237629	0.0132305	0.00821999	0.0363611	0.0109441	0.0245427	0.00635226	0.00530434	0.0140308	0.0315645	0.044012	0.0155317	0.00203057	0.0181215	0.000651595	0.0115517	0.0002509	0.0125193	0.00154538	0.0270115	0.00948765	0.0388637	0.0128275	0.00512409	0.0151541	0.00106664	0.0169196	0.0257143	0.0124239	0.0375237	0.0218447	0.0421793	0.0138169	0.0102206	0.0643639	0.0171665	0.0433423	0.00478852	0.000903595	0.0253582	1.195694
4932	-172.6766	-236.772	64.09539	0.0242381	0.00162171	0.0313478	0.00316781	0.0163962	0.0447748	0.0181602	0.0040595	0.000685404	0.00101388	0.0116419	0.007805	0.0136665	0.00857781	0.00574136	0.00726497	0.00594652	0.00938605	0.00741453	0.02217	0.0115588	0.00194389	0.00171392	0.00439048	0.00371358	0.000457084	0.0166806	0.000502185	0.0134185	0.00860246	0.000895171	0.00185069	0.00663964	0.00496454	0.00590492	0.0144182	0.00746632	0.0159165	0.0146161	0.0165809	0.00213395	0.0475926	0.00912594	0.0200129	0.0122479	0.0019257	0.00640975	0.012881	0.119734	0.515728	1.93901	8.35183	77.6335	3.146795	0.0487921	0.00326455	0.0631042	0.0063769	0.0330061	0.0901331	0.036557	0.0081719	0.00137974	0.00204096	0.0234355	0.0157117	0.0275112	0.0172674	0.0115575	0.0146246	0.0119705	0.0188944	0.0149257	0.0446288	0.0232682	0.00391311	0.00345018	0.00883817	0.00747555	0.000920125	0.0335785	0.00101091	0.0270119	0.017317	0.00180201	0.0037255	0.0133658	0.00999378	0.0118868	0.0290242	0.0150299	0.0320403	0.0294227	0.0333779	0.0042957	0.0958054	0.0183708	0.0402865	0.0246553	0.0038765	0.012903	0.4967632
4968	-174.8977	-238.0317	63.13402	0.0488776	0.00625978	0.0397206	0.045384	0.165355	0.171017	0.0535949	0.0116609	0.073966	0.0063305	0.050594	0.018611	0.124592	0.0096896	0.0135277	0.0359558	0.0104759	0.0535251	0.0223626	0.0194057	0.0221586	0.00800958	0.0354712	0.00628507	0.0120362	0.00023434	0.0145998	0.0464721	0.0351885	0.0141797	0.0104352	0.0106038	0.0121365	0.0544462	0.0386301	0.0910069	0.00698857	0.0435949	0.014069	0.0554834	0.0682227	0.0470054	0.0393148	0.159746	0.00309883	0.120582	0.0137195	0.0295102	0.179391	0.585059	1.70923	5.5744	33.8866	2.547386	0.0248789	0.00318625	0.0202179	0.0231006	0.0841663	0.087048	0.02728	0.00593542	0.037649	0.00322224	0.0257525	0.00947308	0.0634177	0.00493204	0.00688566	0.0183016	0.00533229	0.0272445	0.0113827	0.00987755	0.0112788	0.0040769	0.018055	0.00319912	0.00612644	0.00011928	0.00743133	0.0236545	0.0179111	0.00721753	0.00531154	0.00539735	0.00617752	0.0277133	0.0196629	0.0463228	0.00355721	0.0221899	0.00716119	0.0282412	0.0347256	0.0239259	0.0200114	0.0813113	0.00157731	0.0613764	0.00698326	1.964624
5004	-180.4274	-244.4002	63.9728	0.00844958	0.101904	0.0486489	0.045085	0.0971629	0.0685556	0.0639377	0.0165533	0.0102058	0.0195463	0.100893	0.0339855	0.0131399	0.0161526	0.0103907	0.0365271	0.0712816	0.0166072	0.0386646	0.0543021	0.0461567	0.148708	0.115942	0.0363415	0.0258646	0.00679761	0.0442204	0.0347452	0.0595554	0.0463157	0.00521339	0.0126913	0.0278473	0.00497314	0.0148966	0.00748853	0.011186	0.0132269	0.153121	0.0752994	0.0147706	0.0987355	0.0643795	0.0402693	0.0136455	0.0157168	0.025998	0.109185	0.339555	0.713925	1.40071	2.94503	9.15877	1.601389	0.00414989	0.0500488	0.0238932	0.0221428	0.0477201	0.0336701	0.031402	0.00812991	0.00501243	0.00959987	0.0495523	0.0166915	0.00645346	0.00793311	0.00510325	0.0179397	0.0350089	0.00815638	0.0189895	0.0266697	0.0226692	0.0730358	0.0569432	0.0178486	0.012703	0.00333855	0.0217182	0.0170646	0.0292497	0.0227473	0.00256048	0.00623315	0.0136768	0.00244249	0.00731625	0.00367788	0.00549382	0.0064962	0.0752029	0.0369822	0.00725435	0.0484925	0.031619	0.0197776	0.00670177	0.00771907	0.0127685	2.0361
5040	-183.9581	-247.9342	63.97617	0.00279282	0.00816728	0.00210247	0.00926066	0.0178279	0.00553241	0.0125979	0.0052893	0.00161164	0.0036662	0.0103583	0.00024284	0.0120623	0.00275157	0.000513806	0.0122234	0.0104777	0.0139248	0.00502875	0.00885971	0.00973828	0.0224375	0.00486023	0.0213379	0.000765042	0.00569798	0.00722152	0.00419909	0.00185482	0.00608143	0.00626595	0.000275088	0.0158783	0.0252917	0.00757619	0.00773444	0.000637362	0.000185076	0.00159087	0.00351234	0.00379271	0.0223324	0.00933738	0.0126747	0.00247419	0.0016331	0.00848669	0.0116912	0.114206	0.508179	1.96781	8.7561	85.5346	3.216877	0.0077759	0.0227397	0.00585378	0.0257839	0.0496372	0.0154036	0.0350756	0.0147267	0.00448718	0.0102076	0.0288399	0.000676125	0.0335843	0.00766104	0.00143056	0.0340328	0.0291724	0.0387701	0.0140013	0.0246676	0.0271137	0.0624715	0.0135321	0.05941	0.00213006	0.0158645	0.0201065	0.0116913	0.00516427	0.0169322	0.0174459	0.000765911	0.0442091	0.0704182	0.021094	0.0215346	0.00177457	0.000515296	0.00442937	0.00977921	0.0105598	0.0621789	0.0259975	0.0352894	0.00688873	0.00454694	0.023629	0.359164
5076	-189.4885	-251.5754	62.08695	0.005309	0.00244684	0.0191935	0.0245093	0.024044	0.0365327	0.0172726	0.0139425	0.00747522	0.0162276	0.0266986	0.0492983	0.0511868	0.00510168	0.0504411	0.0151591	0.0217513	0.0377677	0.0972347	0.044484	0.0414702	0.0128944	0.0189781	0.00237166	0.0871574	0.00173695	0.00550373	0.00916457	0.0125896	0.0102492	0.000399053	0.00852362	0.0310935	0.00210742	0.0164009	0.00933829	0.00811046	0.00150314	0.0514474	0.0295258	0.108801	0.0509607	0.0121223	0.0223531	0.000818685	0.0152317	0.0174625	0.00153868	0.042478	0.373261	2.67909	23.5416	649.909	4.683196	0.00459896	0.00211959	0.0166265	0.0212313	0.0208283	0.0316467	0.0149625	0.0120778	0.00647546	0.0140573	0.0231278	0.042705	0.044341	0.00441936	0.0436949	0.0131317	0.0188422	0.0327166	0.0842303	0.0385346	0.0359239	0.0111699	0.0164399	0.00205447	0.0755007	0.00150465	0.00476765	0.00793887	0.0109058	0.00887845	0.000345682	0.00738365	0.0269349	0.00182557	0.0142074	0.00808936	0.00702575	0.00130211	0.0445667	0.025577	0.0942494	0.0441451	0.010501	0.0193635	0.000709192	0.0131946	0.015127	1.154392
5112	-179.8073	-241.3519	61.54452	0.00991858	0.0413644	0.0175943	0.150111	0.371635	0.0267077	0.0487079	0.00612465	0.0564796	0.0058311	0.0691879	0.0223854	0.138802	0.00933725	0.00116935	0.0657019	0.200557	0.0774987	0.0152587	0.120885	0.0118576	0.0294433	0.0497518	0.0514569	0.224241	0.138643	0.0470765	0.0486028	0.0608123	0.098394	0.0661686	0.0415092	0.0244188	0.00365886	0.0427259	0.0444094	0.111575	0.0889785	0.00515672	0.0435002	0.115783	0.0626333	0.0265993	0.0165044	0.0358964	0.0144982	0.0707789	0.0342898	0.193017	0.598576	1.67063	5.18088	29.1632	2.438843	0.0032731	0.0136501	0.00580606	0.0495361	0.122638	0.00881347	0.0160734	0.00202111	0.0186381	0.00192425	0.0228318	0.00738711	0.0458043	0.00308126	0.000385882	0.0216814	0.0661831	0.0255743	0.00503531	0.0398918	0.00391297	0.00971621	0.0164179	0.0169806	0.0739988	0.0457519	0.0155351	0.0160388	0.0200679	0.0324697	0.0218354	0.0136979	0.00805811	0.00120741	0.0140994	0.014655	0.0368194	0.0293626	0.0017017	0.0143549	0.0382079	0.0206688	0.0087777	0.00544639	0.0118457	0.00478435	0.0233568	3.030331
5148	-187.0598	-248.6673	61.6075	0.07424	0.103986	0.0239627	0.00459507	0.123706	0.075145	0.038853	0.0166713	0.0249786	0.0211695	0.120234	0.00766892	0.072279	0.0109934	0.0036085	0.0832829	0.129968	0.0242463	0.0833462	0.0805344	0.0343944	0.0669315	0.0859483	0.0755802	0.364244	0.0471136	0.0553449	0.0878628	0.0703614	0.0346283	0.0136642	0.0327246	0.0498737	0.00732209	0.00668593	0.0875752	0.0322604	0.0726182	0.0127102	0.0148014	0.0100739	0.0333515	0.0295673	0.163034	0.0307909	0.0213539	0.0386269	0.0177157	0.139869	0.541353	1.84722	7.14957	56.4471	2.916356	0.0274666	0.0384717	0.00886552	0.00170004	0.0457677	0.0278015	0.0143745	0.00616791	0.00924137	0.00783212	0.0444832	0.00283728	0.0267411	0.00406723	0.00133504	0.0308123	0.0480845	0.00897045	0.0308357	0.0297954	0.0127249	0.0247627	0.0317984	0.0279625	0.13476	0.0174307	0.020476	0.0325067	0.0260317	0.0128115	0.00505536	0.0121071	0.0184518	0.00270896	0.0024736	0.0324003	0.0119354	0.0268666	0.00470243	0.00547607	0.00372705	0.0123391	0.010939	0.0603179	0.0113918	0.00790031	0.0142908	2.702913
5184	-183.9745	-246.5466	62.57218	0.0363173	0.0864407	0.0132663	0.162277	0.279558	0.0423651	0.012468	0.0854842	0.0133533	0.0545596	0.0195153	0.0352572	0.0964373	0.000702395	0.00169811	0.0268504	0.0257352	0.00427037	0.0447731	0.0123541	0.0893755	0.00281765	0.0346952	0.064511	0.111926	0.010327	0.0808399	0.102008	0.00202521	0.046536	0.0274164	0.0649898	0.0164855	0.156209	0.0149052	0.0526452	0.0479598	0.0227186	0.122982	0.259982	0.0441835	0.0301204	0.0408539	0.129513	0.0404623	0.129395	0.00371299	0.0844183	0.299516	0.686519	1.45662	3.33872	11.8458	1.787406	0.0129553	0.0308356	0.00473243	0.0578882	0.0997255	0.0151127	0.00444765	0.0304944	0.00476346	0.0194628	0.00696161	0.0125771	0.0344016	0.000250562	0.000605758	0.00957822	0.00918038	0.00152335	0.0159717	0.00440702	0.0318825	0.00100513	0.0123767	0.0230127	0.0399267	0.0036839	0.0288376	0.0363887	0.000722445	0.0166006	0.00978014	0.0231835	0.00588079	0.0557236	0.00531704	0.0187799	0.0171085	0.00810429	0.0438708	0.092742	0.0157614	0.0107447	0.0145736	0.0462004	0.0144339	0.0461585	0.00132452	2.803278
5220	-182.0643	-244.5959	62.53162	0.0157868	0.00695334	0.0226671	0.0226098	0.0183539	0.012292	0.00268221	0.00188794	0.00439462	0.0121248	0.00500381	0.0023987	0.0344242	1.51092e-05	4.50892e-05	0.0103902	0.000231851	0.000398011	0.022433	0.00189764	0.0168619	0.0152223	0.011765	0.00130546	0.00492202	0.00138043	0.00797786	0.0025298	0.00226197	0.000231701	0.0171788	0.00711502	0.000937819	0.0352293	0.00784342	0.00197072	0.0230692	0.0127048	0.00278799	0.0222351	0.013892	0.0145166	0.00745064	0.0106596	0.00237189	0.0209495	0.00475871	0.00148612	0.0417642	0.371293	2.69329	23.944	672.891	4.708323	0.0337961	0.0148856	0.0485253	0.0484026	0.0392916	0.0263145	0.00574202	0.00404167	0.0094079	0.0259565	0.010712	0.00513509	0.0736945	3.23455e-05	9.6526e-05	0.022243	0.000496341	0.000852054	0.048024	0.00406243	0.0360975	0.0325876	0.0251862	0.00279471	0.010537	0.00295519	0.0170788	0.00541575	0.00484238	0.000496021	0.0367761	0.0152317	0.00200766	0.0754182	0.016791	0.00421887	0.0493861	0.0271982	0.00596847	0.0476005	0.0297397	0.0310769	0.0159502	0.0228199	0.0050777	0.0448482	0.0101874	0.4671197
5256	-175.0437	-239.1257	64.08195	0.00558142	0.0196965	0.0181954	0.00460768	0.075462	0.00687222	0.0050282	0.0039945	0.0344349	0.0254838	0.0300325	0.0406158	0.0686832	0.00195491	0.00230433	0.00524399	0.00457791	0.0180146	0.0674105	0.00244882	0.0177695	0.0454782	0.0563256	0.00122277	0.02816	0.0277887	0.000571992	0.0382592	0.0786308	0.000870525	0.0176511	0.0130027	0.0153428	0.123938	0.0715261	0.0335853	0.0351352	0.0139488	0.00279727	0.00424718	0.114411	0.0257282	0.00581432	0.159219	0.00666527	0.0496377	0.0298407	0.0407409	0.209946	0.614484	1.62738	4.76312	24.5453	2.314198	0.00382758	0.0135073	0.0124779	0.00315982	0.0517498	0.00471278	0.0034482	0.00273932	0.0236145	0.0174761	0.0205955	0.0278532	0.0471011	0.00134063	0.00158025	0.00359618	0.0031394	0.0123539	0.0462283	0.00167934	0.0121858	0.0311877	0.0386266	0.00083854	0.0193114	0.0190567	0.000392256	0.0262371	0.0539228	0.000596982	0.0121046	0.00891692	0.0105217	0.0849929	0.0490506	0.0230319	0.0240947	0.00956568	0.00191829	0.0029126	0.0784596	0.0176437	0.0039873	0.109188	0.00457086	0.0340401	0.0204639	1.45821
5292	-172.4736	-235.9583	63.48465	0.00480102	0.00778227	0.00433847	0.0158396	0.105932	0.0492861	0.000302338	0.00304333	0.00553457	0.0166024	0.063646	0.0391412	0.0723617	0.00377052	0.000422034	0.00440433	0.00449359	0.00769001	0.0305005	0.108687	0.0123973	0.022518	0.0440919	0.0164158	0.0454635	0.0193546	0.0018577	0.0199383	0.0201748	0.0503462	0.00150632	0.0026033	0.040182	0.0702444	0.00535167	0.0121306	0.056002	0.0132598	0.0169255	0.0119379	0.0356445	0.00793268	0.00594549	0.0648697	0.00743696	0.0442908	0.104238	0.0135338	0.122656	0.519622	1.92448	8.15289	73.8891	3.111051	0.00368844	0.00597882	0.00333308	0.0121689	0.0813834	0.0378646	0.000232275	0.00233808	0.004252	0.012755	0.0488968	0.0300707	0.0555927	0.00289675	0.000324233	0.00338368	0.00345226	0.00590794	0.0234324	0.0834999	0.00952439	0.0172998	0.0338742	0.0126116	0.0349279	0.0148694	0.0014272	0.0153179	0.0154996	0.0386791	0.00115725	0.00200002	0.0308703	0.0539661	0.00411149	0.00931948	0.0430242	0.010187	0.0130033	0.00917141	0.0273843	0.00609438	0.00456769	0.049837	0.00571354	0.034027	0.0800825	1.301639
5328	-170.2425	-233.7746	63.5321	0.0191026	0.0213326	0.0122983	0.0751858	0.274858	0.0666792	0.00563618	0.0105981	0.0515967	0.0425303	0.0363845	0.010844	0.102938	0.00489482	0.0204274	0.00861219	0.0159691	0.00589527	0.0290863	0.0262728	0.0106904	0.139409	0.0493211	0.0381119	0.0673003	0.000526424	0.121278	0.0524751	0.0257748	0.0302221	0.0596313	0.0257374	0.0740309	0.00809748	0.0464116	0.14035	0.047808	0.00924673	0.024263	0.033421	0.0329106	0.00205973	0.000955317	0.00891654	0.0626864	0.0425652	0.042922	0.0596246	0.252797	0.651142	1.53576	3.95574	16.7716	2.038828	0.00937198	0.0104661	0.00603373	0.0368872	0.134849	0.0327137	0.00276519	0.00519958	0.025314	0.0208659	0.0178507	0.0053202	0.0505029	0.00240146	0.0100219	0.00422526	0.00783468	0.0028923	0.0142701	0.0128898	0.00524486	0.068396	0.0241976	0.0186982	0.0330184	0.000258271	0.0595007	0.025745	0.0126454	0.0148274	0.0292559	0.0126271	0.0363206	0.00397273	0.0227701	0.0688577	0.0234553	0.00453657	0.0119037	0.0163968	0.0161464	0.00101053	0.000468691	0.00437457	0.0307548	0.0208831	0.0210581	2.038265
5364	-172.2988	-236.3776	64.07881	0.0180297	0.0212896	0.000656857	0.0265302	0.0955636	0.0120128	0.0545613	0.0634893	0.0481392	0.0291724	0.0481258	0.0214963	0.0818611	0.00341376	0.0136268	0.0204152	0.0163952	0.0235014	0.00652895	0.0164956	0.0103731	0.0055343	0.0247307	0.0116238	0.0271408	0.000873184	0.0143162	0.0430245	0.0295724	0.0307764	0.0176282	0.00627821	0.0194307	0.0142991	0.0877388	0.0745759	0.00185963	0.0137712	0.00216382	0.00986392	0.00819844	0.00293136	0.0189936	0.0124491	0.0592176	0.0389335	0.024882	0.0274161	0.173066	0.578544	1.72848	5.77814	36.4749	2.600607	0.0146287	0.0172737	0.000532953	0.0215257	0.0775373	0.00974681	0.0442693	0.0515132	0.0390586	0.0236696	0.0390477	0.0174414	0.0664196	0.00276981	0.0110563	0.0165643	0.0133026	0.0190683	0.00529739	0.013384	0.0084164	0.00449035	0.0200657	0.00943118	0.0220212	0.000708474	0.0116157	0.0349087	0.0239941	0.024971	0.014303	0.00509394	0.0157655	0.0116019	0.0711885	0.0605085	0.00150885	0.0111736	0.00175566	0.00800328	0.00665196	0.00237842	0.0154108	0.0101008	0.0480473	0.0315894	0.0201885	1.232486
5400	-191.6344	-255.1806	63.54623	0.0211063	0.0149718	0.0113681	0.0355417	0.129041	0.0555697	0.0352167	0.0296476	0.0715303	0.0271805	0.0306518	0.0181533	0.0647845	0.0319951	0.00350319	0.0402338	0.0331075	0.00586951	0.0626839	0.0706419	0.0429969	0.0221815	0.0237896	0.0246455	0.063645	0.00953894	0.000373582	0.0123227	0.209568	0.0682772	0.0041773	0.0082024	0.0345944	0.00415772	0.104053	0.218589	0.000235595	0.00715324	0.0273517	0.0172478	0.0479965	0.00162859	0.0691679	0.00545696	0.061363	0.00475846	0.00642818	0.0450355	0.220463	0.623925	1.60276	4.53591	22.2047	2.241734	0.0111514	0.0079103	0.00600628	0.0187783	0.0681783	0.02936	0.0186066	0.0156642	0.0377928	0.0143607	0.0161947	0.00959123	0.0342286	0.0169045	0.0018509	0.0212574	0.0174922	0.00310113	0.0331188	0.0373234	0.0227172	0.0117195	0.0125692	0.0130213	0.0336266	0.00503986	0.000197381	0.00651065	0.110724	0.036074	0.00220706	0.00433371	0.0182778	0.00219672	0.0549758	0.115491	0.000124476	0.00377939	0.0144512	0.0091128	0.0253588	0.000860461	0.0365446	0.00288316	0.0324209	0.00251411	0.00339631	1.892698
