Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	tree_length
3852	-171.3686	-234.892	63.52343	0.053446	0.0334944	0.00201728	0.00362387	0.0370286	0.0509914	0.0238947	0.00279763	0.0260828	0.015528	0.15351	0.000791742	0.0278233	0.000397143	0.00164006	0.0040724	0.00825237	0.0285181	0.0158535	0.0124714	0.0613526	0.0947915	0.0200899	0.0464925	0.0249208	0.0476791	0.0334379	0.0321095	0.0452225	0.00427853	0.00475787	0.0380244	0.0288501	0.0519921	0.0212499	0.0637566	0.0123716	0.021401	0.0131587	0.0787447	0.00455494	0.101822	0.0636552	0.0789446	0.00667072	0.00809689	0.0125893	0.0212077	0.152696	0.556377	1.79734	6.54898	47.1527	2.786267	0.0350868	0.0219887	0.00132432	0.00237904	0.024309	0.0334754	0.0156867	0.00183662	0.0171231	0.010194	0.100778	0.000519771	0.0182657	0.000260721	0.00107669	0.00267349	0.0054176	0.0187218	0.0104077	0.00818739	0.0402774	0.0622297	0.0131889	0.0305219	0.0163603	0.0313009	0.0219517	0.0210796	0.0296881	0.00280881	0.0031235	0.0249627	0.0189398	0.0341323	0.0139503	0.0418556	0.00812184	0.0140496	0.00863853	0.0516952	0.00299028	0.0668453	0.0417891	0.0518264	0.00437926	0.00531553	0.00826476	1.523251
3888	-169.3292	-231.7328	62.40357	0.0419967	0.0279713	0.0344269	0.00286579	0.0805048	0.143403	0.0642605	0.0682028	0.067356	0.0200272	0.0746197	0.0160241	0.0861181	0.00512079	0.000260159	0.0323325	0.0313597	0.0349133	0.0200355	0.0706674	0.0558636	0.0302081	0.0167153	0.00930152	0.170161	0.0182277	0.00498655	0.0781192	0.0686832	0.0445199	0.0750156	0.139702	0.00457594	0.0338429	0.00437561	0.188539	0.0322655	0.0502872	0.0120026	0.0519722	0.0268788	0.0251572	0.0429232	0.0764848	0.00982592	0.00504278	0.046354	0.0193843	0.146145	0.548818	1.8221	6.8425	51.5882	2.851272	0.018711	0.0124622	0.0153383	0.00127681	0.0358677	0.0638909	0.0286302	0.0303867	0.0300094	0.0089228	0.0332456	0.00713926	0.0383685	0.00228149	0.00011591	0.0144052	0.0139718	0.0155551	0.00892652	0.0314847	0.0248891	0.0134587	0.00744725	0.00414414	0.0758126	0.00812108	0.00222168	0.0348048	0.0306007	0.0198351	0.033422	0.0622418	0.00203874	0.0150782	0.00194949	0.0840005	0.0143754	0.0224047	0.00534758	0.0231554	0.0119754	0.0112084	0.0191237	0.0340766	0.00437778	0.00224673	0.0206523	2.244497
3924	-180.2694	-244.4686	64.19919	0.002902	0.0228039	0.0610591	0.00979309	0.0418267	0.0345863	0.00841575	0.00754977	0.00288357	0.0467626	0.0376928	0.0105862	0.0991776	0.00384337	0.0011163	0.00768402	0.00783626	0.00654613	0.0109298	0.0417121	0.0735553	0.0589458	0.0200307	0.00130388	0.00479687	0.0287564	0.0519017	0.0216801	0.0333828	0.111705	0.0209679	0.116235	0.00853612	0.0395688	0.0223108	0.0686512	0.000318585	0.0112463	0.0108848	0.0578352	0.00402393	0.0322921	0.0215556	0.00453414	0.000308936	0.0294315	0.00610371	0.0379442	0.20279	0.60787	1.64509	4.93122	26.3545	2.36562	0.00218759	0.0171901	0.0460278	0.00738226	0.03153	0.026072	0.00634399	0.0056912	0.0021737	0.0352507	0.0284137	0.00798013	0.0747624	0.00289722	0.000841492	0.0057924	0.00590716	0.00493462	0.00823917	0.0314436	0.0554478	0.0444347	0.0150996	0.000982893	0.00361599	0.0216773	0.0391247	0.016343	0.0251648	0.0842055	0.0158061	0.0876208	0.00643473	0.0298279	0.0168184	0.0517509	0.000240157	0.0084777	0.00820521	0.0435976	0.00303333	0.0243426	0.0162491	0.00341794	0.000232883	0.0221861	0.00460112	1.32657
3960	-170.5553	-234.5894	64.03416	0.0261269	0.0269318	0.0166408	0.0619705	0.0959911	0.01613	0.00585911	0.00125198	0.0318756	0.0339527	0.0169184	0.0227478	0.0670353	0.00129762	0.0104406	0.00257294	0.0164282	0.0132693	0.00957639	0.0134835	0.00797681	0.0345865	0.00877469	0.0107569	0.0190831	0.0483349	0.0132292	0.0134871	0.032639	0.0722819	0.0349989	0.106242	0.00262572	0.00713952	0.0558651	0.0642703	5.25733e-05	0.00780199	0.000413144	0.0373828	0.0213888	0.021644	0.0192347	0.049653	0.0239989	0.0193782	0.046531	0.0274435	0.17315	0.578631	1.72822	5.77533	36.4385	2.599885	0.0205679	0.0212016	0.0131002	0.0487853	0.0755674	0.0126981	0.00461248	0.000985601	0.0250936	0.0267287	0.0133187	0.0179078	0.0527724	0.00102153	0.00821919	0.00202551	0.0129328	0.0104461	0.00753886	0.0106147	0.00627961	0.0272276	0.00690773	0.0084682	0.0150229	0.0380509	0.0104144	0.0106175	0.0256945	0.0569028	0.0275523	0.0836371	0.00206705	0.00562047	0.0439789	0.0505957	4.13875e-05	0.00614199	0.000325241	0.029429	0.016838	0.0170389	0.0151422	0.0390885	0.0188928	0.0152551	0.0366308	1.270271
3996	-172.2893	-236.2166	63.92729	0.0119102	0.00430486	0.0011467	0.0331486	0.012649	0.0122656	0.0181073	0.00906648	0.0390246	0.00931488	0.0321562	0.0107541	0.0246595	0.0026072	0.00439088	0.00121228	0.00308939	0.00779104	0.00124303	0.00482239	0.00528542	0.0127134	0.00511894	0.000407298	0.0131932	0.00179715	0.00366279	0.00427777	0.000590382	0.0643983	0.00157551	0.0273314	0.000654942	0.0102357	0.0274636	0.0107703	2.77744e-05	0.000247782	0.0114294	0.00701423	0.00438147	0.00613593	0.00771836	0.0181819	0.0193951	0.00907399	0.0116852	0.0102308	0.107011	0.497966	2.00817	9.34484	97.744	3.313356	0.0225387	0.00814648	0.00217	0.0627302	0.0239368	0.0232113	0.034266	0.0171573	0.07385	0.0176274	0.0608521	0.020351	0.0466654	0.00493384	0.00830927	0.00229411	0.00584635	0.0147437	0.0023523	0.00912586	0.0100021	0.0240588	0.00968704	0.000770768	0.0249667	0.00340091	0.00693144	0.00809521	0.00111723	0.121867	0.00298149	0.0517218	0.00123941	0.0193699	0.051972	0.0203817	5.25601e-05	0.0004689	0.0216289	0.0132737	0.00829146	0.0116116	0.0146062	0.0344073	0.0367032	0.0171715	0.022113	0.5284316
4032	-169.4828	-232.0605	62.57773	0.09791	0.0474045	0.0343706	0.0676078	0.132691	0.0296961	0.0388701	0.0964697	0.00297069	0.045531	0.159609	0.0706616	0.0374445	0.0144578	0.000861702	0.00861154	0.0106357	0.178583	0.00765718	0.104073	0.0276693	0.0588236	0.0594558	0.0145221	0.0702132	0.0221085	0.0671485	0.000828439	0.0246499	0.220995	0.0155457	0.202938	0.0283324	0.00466585	0.00211204	0.110967	7.49175e-06	0.0100899	0.0312279	0.0183652	0.0132222	0.00344156	0.00293662	0.01841	0.00353695	0.053749	0.0531031	0.0293608	0.178948	0.584607	1.71055	5.58822	34.0591	2.551057	0.0421085	0.0203875	0.0147819	0.0290763	0.0570668	0.0127715	0.016717	0.0414891	0.00127762	0.0195817	0.0686437	0.0303897	0.0161039	0.00621791	0.000370595	0.0037036	0.00457413	0.076804	0.00329315	0.044759	0.0118999	0.0252985	0.0255704	0.00624558	0.0301969	0.00950827	0.0288788	0.00035629	0.0106013	0.0950442	0.00668579	0.0872784	0.012185	0.00200666	0.000908334	0.0477241	3.222e-06	0.00433942	0.0134303	0.0078984	0.0056865	0.00148013	0.00126296	0.00791765	0.00152115	0.023116	0.0228382	2.325182
4068	-178.7012	-240.0998	61.39863	0.012639	0.0138693	0.125456	0.110028	0.0608436	0.206517	0.0131293	0.0311676	0.0718047	0.078137	0.0668224	0.0372034	0.0828318	0.00601004	0.000657152	0.0212183	0.040379	0.12279	0.0635807	0.015755	0.11976	0.185496	0.0593665	0.0827424	0.0502304	0.1025	0.0473555	0.00747217	0.0212192	0.0420713	0.0717605	0.152641	0.0447484	0.0206838	0.0153102	0.129651	0.00029066	0.0275853	0.00720641	0.0572002	0.0593397	0.0105803	0.0175496	0.128703	0.0040004	0.045983	0.0689264	0.0151398	0.129551	0.528564	1.89192	7.71898	66.051	3.029967	0.00457732	0.0050229	0.0454351	0.0398478	0.0220351	0.0747922	0.00475489	0.0112876	0.0260048	0.0282981	0.0242004	0.0134736	0.0299983	0.00217659	0.000237994	0.0076844	0.0146236	0.0444695	0.0230264	0.00570584	0.0433721	0.0671792	0.0215001	0.029966	0.0181914	0.0371213	0.0171503	0.00270612	0.00768473	0.0152365	0.0259888	0.0552806	0.0162061	0.00749084	0.00554475	0.0469543	0.000105265	0.00999029	0.00260987	0.0207156	0.0214904	0.00383175	0.00635577	0.0466111	0.00144879	0.0166532	0.0249624	2.761213
4104	-174.0421	-236.7912	62.74908	0.0330976	0.0285938	0.028965	0.0334922	0.176024	0.115549	0.0481167	0.0761455	0.00151365	0.0205718	0.133966	0.033512	0.125006	0.00896108	0.000451823	0.0530405	0.00282956	0.0942456	0.0325884	0.00856346	0.0601144	0.0215346	0.0382306	0.00183878	0.0921466	0.0133478	0.0625966	0.010848	0.0229916	0.0713674	0.0280323	0.0390594	0.0395663	0.0450818	0.0174393	0.112878	0.0793789	0.0888297	0.0164992	0.0359708	0.0560239	0.0677041	0.0537533	0.0771145	0.00851053	0.04115	0.0246575	0.0338825	0.191896	0.597488	1.67367	5.21116	29.5138	2.447485	0.0145044	0.0125307	0.0126934	0.0146773	0.0771394	0.0506372	0.0210862	0.0333693	0.000663328	0.00901522	0.0587083	0.014686	0.0547816	0.00392703	0.000198003	0.023244	0.00124	0.0413014	0.0142813	0.00375277	0.026344	0.00943715	0.0167539	0.000805813	0.0403815	0.00584943	0.0274318	0.00475394	0.0100757	0.0312754	0.0122846	0.017117	0.0173392	0.0197563	0.00764244	0.0494666	0.0347863	0.038928	0.00723048	0.0157635	0.0245514	0.02967	0.0235564	0.033794	0.00372958	0.0180332	0.0108057	2.281901
4140	-174.2416	-236.9528	62.71119	0.139898	0.0119021	0.0127072	0.0712482	0.348905	0.0412848	0.0104833	0.0415445	0.00485482	0.0424004	0.200941	0.0551609	0.0656881	0.0106639	0.000556296	0.00751371	0.00529212	0.06851	0.00265747	0.0328824	0.0156537	0.0948671	0.0992746	0.00231873	0.127482	0.00714298	0.0230366	0.0746196	0.00455606	0.00830228	0.0109429	0.0995149	0.0132676	0.0460697	0.025689	0.0284353	0.0732271	0.0563188	0.0606933	0.0198147	0.16169	0.0945746	0.0252936	0.00849415	0.0393676	0.0082744	0.0608089	0.0479339	0.227272	0.629875	1.58762	4.40001	20.862	2.196634	0.0567578	0.00482877	0.00515541	0.028906	0.141554	0.0167496	0.00425317	0.016855	0.00196964	0.0172022	0.0815235	0.0223792	0.0266502	0.00432642	0.000225694	0.00304838	0.00214706	0.0277951	0.00107816	0.0133407	0.00635083	0.0384884	0.0402765	0.00094073	0.0517203	0.00289797	0.00934614	0.0302738	0.00184843	0.00336831	0.00443964	0.040374	0.00538277	0.0186909	0.0104222	0.0115364	0.0297089	0.022849	0.0246238	0.008039	0.0655988	0.0383697	0.0102618	0.00344615	0.0159718	0.00335699	0.0246707	2.464824
4176	-173.7122	-237.9687	64.25644	0.0288923	0.09029	0.00219353	0.0584169	0.0554004	0.0687767	0.0334976	0.027562	0.00604038	0.0145321	0.0243822	0.000993334	0.0340169	0.0101922	0.00564685	0.000969225	0.00920175	0.00958219	0.015788	0.0829231	0.00946815	0.048846	0.0258483	0.0107648	0.0455838	0.00207325	0.0941479	0.00757645	0.0285404	0.0152274	0.023004	0.0263413	0.0469504	0.00630428	0.00909764	0.0012387	0.0471218	0.0793	0.000930097	0.00682154	0.0446234	0.0634247	0.0402826	0.0101319	0.003413	0.033057	0.0529206	0.0437036	0.217259	0.621082	1.61009	4.60281	22.8814	2.26344	0.0212079	0.0662758	0.00161012	0.0428799	0.0406657	0.0504844	0.0245884	0.0202314	0.00443383	0.010667	0.0178973	0.00072914	0.0249695	0.00748144	0.00414497	0.000711443	0.00675439	0.00703364	0.0115889	0.0608683	0.00694993	0.0358546	0.0189735	0.0079017	0.03346	0.00152183	0.0691077	0.00556136	0.0209496	0.0111774	0.0168857	0.0193353	0.0344631	0.00462755	0.00667796	0.000909243	0.034589	0.0582088	0.000682721	0.00500723	0.032755	0.0465558	0.0295688	0.00743716	0.00250525	0.0242649	0.0388454	1.362337
4212	-178.4946	-242.5167	64.02205	0.00284075	0.00232316	0.00304339	0.0095629	0.0204683	0.000589552	0.00423731	0.00448163	0.00593833	0.00734359	0.00537302	0.000845316	0.0187104	0.00254671	0.000711904	0.00686956	0.0071471	0.0171869	0.0024533	0.00375337	0.0213975	0.0147504	0.002878	0.00637654	0.0123529	0.00521363	0.00780608	0.00906442	0.00753192	0.00121958	0.0273829	0.0050329	0.00708286	0.00339171	0.00467094	0.00766601	0.00580877	0.00355179	0.00511727	0.00145139	0.00183975	0.00600888	0.0120074	0.00452851	0.00836248	0.0113075	0.0113742	0.0127183	0.118994	0.514732	1.94276	8.40378	78.6269	3.155989	0.00831594	0.00680075	0.00890916	0.0279942	0.0599185	0.00172584	0.0124042	0.0131194	0.0173837	0.0214974	0.0157288	0.00247456	0.0547725	0.00745518	0.00208401	0.0201098	0.0209223	0.0503124	0.00718174	0.0109875	0.0626386	0.0431799	0.00842499	0.0186665	0.0361617	0.0152623	0.0228513	0.026535	0.0220488	0.00357017	0.0801601	0.0147332	0.0207342	0.0099288	0.0136736	0.0224413	0.0170044	0.0103974	0.0149802	0.00424876	0.00538564	0.0175902	0.0351501	0.0132566	0.0244801	0.0331013	0.0332967	0.3416028
4248	-171.3728	-235.0746	63.70171	0.0096248	0.0260193	0.0215135	0.0504473	0.0377712	0.0153322	0.0236356	0.002663	0.0473041	0.0208304	0.0105186	0.00951423	0.123249	0.00347493	0.00171404	0.0372366	0.021082	0.091242	0.0700699	0.000508364	0.00736317	0.0522269	0.000215856	0.017856	0.0610338	0.00453005	0.0354219	0.0613225	0.0147461	0.0180724	0.0239115	0.0185053	0.00241084	0.0304364	0.00933429	0.0653277	0.0197822	0.0140707	0.0152507	0.00133286	0.0499205	0.0338616	0.00624251	0.00269453	0.0263317	0.00147846	0.0260114	0.0165713	0.135387	0.53588	1.86609	7.38626	60.3453	2.964642	0.00774045	0.0209252	0.0173016	0.0405707	0.0303763	0.0123305	0.0190082	0.00214163	0.0380429	0.0167522	0.00845928	0.00765152	0.0991188	0.00279461	0.00137847	0.0299464	0.0169545	0.0733786	0.0563515	0.000408836	0.0059216	0.0420018	0.000173595	0.0143601	0.0490846	0.00364315	0.0284869	0.0493167	0.0118591	0.0145342	0.0192301	0.0148823	0.00193884	0.0244775	0.00750681	0.0525378	0.0159093	0.0113159	0.0122649	0.00107191	0.040147	0.0272321	0.00502034	0.00216699	0.0211764	0.001189	0.0209189	1.243442
4284	-185.3892	-245.1613	59.77205	0.00293061	0.0262993	0.0195585	0.00531863	0.0644683	0.0445571	0.0043312	0.0149562	0.0322071	0.0472214	0.036929	0.0380999	0.0769639	0.00151576	3.07133e-05	0.0191077	0.0029113	0.0302801	0.0186727	0.0274394	0.000864358	0.0225931	0.000742886	0.0665663	0.0201128	0.0616393	0.00246315	0.1021	0.0223253	0.0095693	0.00104063	0.0146039	0.00128442	0.0688654	0.0436838	0.00956921	0.037984	0.0386848	0.00260328	0.0223713	0.0268304	0.0598971	0.00187924	0.000579971	0.0172779	0.0143996	0.109433	7.86531e-05	0.00996162	0.237419	4.21196	100.385	12714.1	6.833336	0.00226519	0.0203278	0.0151175	0.00411098	0.04983	0.0344399	0.00334775	0.0115602	0.0248941	0.0364992	0.0285439	0.0294489	0.0594884	0.00117159	2.37395e-05	0.0147691	0.00225025	0.0234046	0.0144328	0.021209	0.000668096	0.0174631	0.000574205	0.0514517	0.015546	0.0476434	0.00190386	0.078917	0.0172561	0.00739649	0.000804347	0.011288	0.000992776	0.0532288	0.0337649	0.00739642	0.0293594	0.029901	0.00201218	0.0172916	0.0207382	0.0462968	0.00145254	0.000448282	0.0133548	0.01113	0.084585	1.293763
4320	-190.4306	-253.7229	63.29222	0.0308321	0.0558555	0.0406921	0.0201487	0.0265415	0.109835	0.022679	0.00914692	0.00459214	0.0354319	0.017666	0.0127457	0.0409361	0.0161153	0.0269946	0.0500964	0.0015441	0.0409703	0.00693512	0.0321871	0.021006	0.0502591	0.0410414	0.00611895	0.0969305	0.00813509	0.0809097	0.0170369	0.00323831	0.0559307	0.0257597	0.0186109	0.0574279	0.00614281	0.0624718	0.0455064	0.0250407	0.0310367	0.0109429	0.00673879	0.0190594	0.110369	0.0268851	0.0463139	0.0181149	0.0235839	0.132037	0.0195297	0.146679	0.549442	1.82003	6.81761	51.204	2.845868	0.0187021	0.0338807	0.0246829	0.0122218	0.0160995	0.0666237	0.0137566	0.00554832	0.00278549	0.0214922	0.0107158	0.00773125	0.0248309	0.00977515	0.0163743	0.0303873	0.000936617	0.0248516	0.00420669	0.019524	0.0127418	0.030486	0.0248948	0.00371161	0.0587958	0.00493456	0.049078	0.0103342	0.00196429	0.0339263	0.0156252	0.0112889	0.0348345	0.00372609	0.037894	0.0276032	0.0151891	0.0188262	0.0066377	0.0040876	0.011561	0.0669471	0.0163079	0.028093	0.0109881	0.0143055	0.0800909	1.648594
4356	-191.894	-253.2495	61.35546	0.00461986	0.00192724	0.010821	0.00437596	0.00723399	0.0179774	0.00269767	0.00419179	0.00626689	0.000777078	0.0214988	0.00314973	0.0245987	0.0200644	0.00282645	0.0013657	0.00131153	0.00660107	0.00920679	0.0234605	0.0111064	0.0157357	0.00216456	0.00321263	0.0143658	0.0037129	0.00318526	0.0203136	0.00110567	0.00372745	0.0109439	0.00134272	0.000434638	0.0343056	0.00113344	0.00453994	0.0246671	0.00500646	0.00432345	0.0014164	0.00482089	0.00130094	0.00473263	0.00185082	0.0077697	0.00172566	0.00327094	0.000309139	0.0194195	0.29239	3.42009	51.4945	3234.79	5.843641	0.0125817	0.00524866	0.0294698	0.0119175	0.0197011	0.0489597	0.00734685	0.0114159	0.0170673	0.0021163	0.0585498	0.00857799	0.0669921	0.0546435	0.00769757	0.00371935	0.00357183	0.0179774	0.0250738	0.0638923	0.0302473	0.0428547	0.00589498	0.00874928	0.0391239	0.0101117	0.00867475	0.055322	0.00301117	0.0101514	0.0298048	0.00365677	0.00118369	0.0934279	0.0030868	0.0123641	0.0671785	0.0136346	0.0117745	0.00385743	0.0131292	0.00354297	0.0128889	0.00504052	0.02116	0.00469968	0.0089081	0.3671877
4392	-185.8142	-248.463	62.64882	0.000634389	0.00180206	0.0342037	0.00636857	0.00375159	0.0300596	0.00240973	0.0122476	0.00868566	0.0113534	0.0253403	0.0109213	0.0300887	0.00126041	0.00238965	0.00603234	0.00393939	0.00245431	0.00084239	0.0170257	0.00956764	0.0129007	0.00574372	0.00546518	0.02336	0.00710851	0.014594	0.0130331	0.00337642	0.0070898	0.0342779	0.015281	0.00416642	0.0174713	0.00287403	0.00754243	0.00761305	0.000566966	0.0175169	0.0161388	0.0132476	0.00118981	0.00504041	0.0101676	0.000688785	0.0219961	0.00187381	0.00174249	0.0451349	0.380393	2.62886	22.1558	573.891	4.593251	0.00129019	0.00366494	0.0695617	0.0129521	0.00762979	0.0611337	0.00490079	0.0249086	0.0176644	0.02309	0.0515358	0.0222111	0.0611928	0.00256335	0.00485995	0.0122683	0.00801173	0.00499144	0.00171321	0.034626	0.0194582	0.0262367	0.0116813	0.0111148	0.0475084	0.0144569	0.0296806	0.026506	0.00686679	0.0144189	0.0697127	0.0310778	0.00847345	0.0355323	0.00584505	0.0153394	0.015483	0.00115307	0.0356251	0.0328222	0.0269423	0.00241976	0.0102509	0.0206783	0.00140081	0.0447346	0.00381086	0.4917031
4428	-190.029	-254.2082	64.17925	0.000999195	0.00637166	0.00948092	0.0206398	0.0208803	0.0219319	0.0148878	0.0185025	0.0171482	0.00792905	0.0100392	0.0394297	0.00935213	0.00553747	0.00274164	0.00983655	0.016583	0.00326335	0.00512463	0.0176037	0.0478124	0.00729194	0.0087207	0.0185658	0.0084192	0.0109213	0.000288938	0.0174298	0.000482098	0.014139	0.0111696	0.00224056	0.0150069	0.0670638	0.00449636	0.0156411	0.0400121	0.00139742	0.00187737	0.00884525	0.0109033	0.0528265	0.0157553	0.111411	0.00146649	0.0201232	0.0191547	0.0171672	0.137739	0.538768	1.85609	7.26009	58.2508	2.939099	0.00126202	0.00804761	0.0119747	0.0260687	0.0263725	0.0277007	0.0188038	0.0233693	0.0216588	0.0100146	0.0126798	0.049801	0.011812	0.006994	0.00346279	0.0124239	0.0209449	0.00412172	0.00647258	0.0222341	0.0603886	0.00920996	0.0110145	0.0234492	0.0106337	0.013794	0.000364938	0.0220144	0.000608906	0.0178581	0.0141075	0.0028299	0.0189542	0.0847038	0.00567905	0.0197552	0.0505366	0.00176499	0.00237118	0.0111718	0.0137712	0.0667216	0.0198994	0.140716	0.00185222	0.0254162	0.0241931	0.7917452
4464	-188.9655	-253.3902	64.42471	0.0208192	0.0171811	0.0290291	0.00685703	0.0161462	0.0434193	0.00345983	0.0199217	0.0648045	0.00401187	0.0550964	0.0170595	0.0402342	0.00242903	0.00142576	0.0171049	0.0206581	0.0439873	0.00571574	0.0034618	0.0103525	0.0280098	0.0434974	0.0326753	0.0727777	0.00489962	0.0493558	0.0018454	0.00608466	0.00774434	0.062394	0.000827769	0.000559543	0.070977	0.00842478	0.0365301	0.023579	0.0120995	0.0615943	0.00469928	0.084151	0.0227024	0.0104298	0.0308677	0.0697174	0.00996788	0.00587882	0.0423273	0.213894	0.618066	1.61795	4.6752	23.6254	2.286577	0.0172707	0.0142527	0.0240812	0.00568828	0.0133942	0.0360187	0.00287012	0.0165261	0.0537589	0.00332807	0.0457055	0.0141518	0.0333764	0.00201501	0.00118275	0.0141894	0.0171371	0.0364899	0.00474152	0.00287175	0.00858797	0.0232357	0.0360835	0.027106	0.0603731	0.0040645	0.0409433	0.00153086	0.00504756	0.00642435	0.0517593	0.00068668	0.000464171	0.0588794	0.00698882	0.0303037	0.0195601	0.0100372	0.0510959	0.00389832	0.0698079	0.0188329	0.00865207	0.0256064	0.0578344	0.0082689	0.0048768	1.205466
4500	-191.2155	-254.9458	63.73033	0.00163031	0.000689698	0.0282153	0.00633382	0.00574377	0.011173	0.000244358	0.00353462	0.00140117	0.013312	0.00910774	0.000148916	0.029609	0.00207987	0.000150428	0.0115433	0.0127183	0.0151754	0.00706703	0.0127526	0.00707163	0.008654	0.0133579	0.000346041	0.00685646	0.0124187	0.000627743	0.0121923	0.000987377	0.0108584	0.00425195	0.00191173	0.00565574	0.00538345	0.015813	0.0112648	0.00563206	0.000815121	0.00197965	0.00823851	1.04485e-05	0.00352634	0.00295318	0.000824354	0.00506911	0.00338932	0.000364462	0.0087185	0.0989802	0.485992	2.05765	10.103	114.699	3.429015	0.00504609	0.00213473	0.0873312	0.0196042	0.0177779	0.0345822	0.000756328	0.0109403	0.00433686	0.0412027	0.02819	0.000460921	0.0916448	0.00643754	0.000465601	0.0357284	0.0393654	0.0469704	0.0218737	0.0394714	0.0218879	0.0267856	0.0413449	0.00107106	0.0212219	0.0384379	0.00194297	0.0377372	0.0030561	0.0336086	0.0131605	0.00591712	0.0175055	0.0166627	0.0489438	0.0348664	0.0174322	0.00252294	0.00612736	0.0254996	3.23397e-05	0.0109146	0.00914058	0.00255151	0.0156897	0.0104905	0.00112807	0.3230843
4536	-180.8902	-241.6207	60.73051	0.0726788	0.0334828	0.0298255	0.0163763	0.0515365	0.169083	0.00527769	0.091365	0.0316689	0.0222289	0.0564803	0.00798768	0.0178492	0.0141502	0.0698503	0.0143617	0.00513346	0.0517987	0.0513602	0.0308815	0.0675713	0.019657	0.0166223	0.101947	0.00202869	0.0854706	0.00507162	0.147934	0.0045711	0.00138477	0.216278	0.0365564	0.019742	0.061107	0.016728	0.00805332	0.0356194	0.0554573	0.0328587	0.0501963	0.0205418	0.00964575	0.0438688	0.0175848	0.037801	0.0114711	0.0439965	0.00117487	0.0372415	0.35825	2.79134	26.8518	851.157	4.878254	0.0361022	0.0166321	0.0148154	0.00813469	0.0256	0.0839895	0.00262162	0.0453843	0.0157311	0.0110419	0.0280558	0.00396777	0.00886636	0.0070289	0.0346972	0.00713396	0.00254997	0.0257303	0.0255125	0.0153399	0.0335651	0.00976433	0.0082569	0.050641	0.00100773	0.0424563	0.00251925	0.0734841	0.00227063	0.000687864	0.107433	0.0181589	0.00980655	0.030354	0.00830942	0.00400038	0.0176934	0.0275476	0.0163221	0.0249343	0.0102038	0.00479139	0.0217912	0.00873499	0.0187771	0.0056981	0.0218546	2.013141
