Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	tree_length
17244	-174.6386	-238.4596	63.82098	0.00114282	0.0104046	0.0121819	0.0220955	0.0561529	0.00674728	0.020611	0.00211182	0.074962	0.0392252	0.0206649	0.00873859	0.0553491	0.00112509	0.00138742	0.0288567	0.00164511	0.0971781	0.0115484	0.0337034	0.00287329	0.0244267	0.0173467	0.0482153	0.0140631	0.0137323	0.0253784	0.00652344	0.00721212	0.00229651	0.00274428	0.0177713	0.0128311	0.0149396	0.0092998	0.00842019	0.00182938	0.00185406	0.00309084	0.027031	0.0160327	0.00654596	0.0221189	0.114503	0.0356097	0.000407304	0.0441633	0.013605	0.12297	0.520037	1.92294	8.13205	73.5024	3.107257	0.00113477	0.0103313	0.0120961	0.0219399	0.0557575	0.00669976	0.0204659	0.00209695	0.0744342	0.038949	0.0205194	0.00867706	0.0549594	0.00111717	0.00137765	0.0286535	0.00163353	0.0964938	0.011467	0.033466	0.00285306	0.0242547	0.0172246	0.0478758	0.0139641	0.0136357	0.0251997	0.00647751	0.00716133	0.00228034	0.00272496	0.0176462	0.0127408	0.0148344	0.00923432	0.0083609	0.0018165	0.001841	0.00306908	0.0268406	0.0159198	0.00649986	0.0219631	0.113696	0.0353589	0.000404436	0.0438523	1.007091
17280	-176.2901	-239.3941	63.10405	0.00846654	0.00658591	0.00150483	0.0110469	0.0321792	0.0276584	0.0321751	0.0355926	0.0493948	0.0491451	0.0163469	0.0055611	0.0995373	0.00105259	0.000360344	0.0202934	0.00469441	0.0188739	0.0162671	0.0199583	0.00422104	0.0232888	0.0133121	0.00434612	0.0462177	0.0110614	0.000427609	0.0364896	0.0496485	0.000567933	0.00051287	0.0186237	0.0338299	0.0170885	0.00863861	0.00359338	0.0165969	0.0173093	0.0449581	0.0231172	0.0108648	0.00182909	0.0142524	0.0880003	0.0243245	0.000171417	0.00312453	0.00481821	0.0741204	0.44406	2.25195	13.4916	207.546	3.857827	0.00870049	0.00676789	0.00154641	0.0113522	0.0330683	0.0284226	0.0330642	0.0365761	0.0507597	0.050503	0.0167986	0.00571477	0.102288	0.00108168	0.000370301	0.0208542	0.00482413	0.0193954	0.0167166	0.0205098	0.00433767	0.0239323	0.0136799	0.00446621	0.0474948	0.0113671	0.000439424	0.0374978	0.0510204	0.000583627	0.000527041	0.0191383	0.0347647	0.0175607	0.00887731	0.00369268	0.0170555	0.0177876	0.0462004	0.023756	0.011165	0.00187964	0.0146463	0.0904319	0.0249967	0.000176154	0.00321086	0.9731108
17316	-182.6586	-246.32	63.66137	0.0110399	0.0108954	0.0208341	0.0720979	0.0353659	0.0693974	0.0563773	0.0791237	0.0644454	0.00870975	0.0254324	0.00777618	0.12528	0.00015645	0.0101109	0.0228685	0.0271056	0.0276454	0.021388	0.0203312	0.0130754	0.0893645	0.00723929	0.00924366	0.109106	0.0140472	0.011535	0.013155	0.00102307	0.0694202	0.0014649	0.0482722	0.00803905	0.0449274	0.00460778	0.150939	0.00325923	0.0887712	0.0222981	0.00244877	0.0147271	0.0315837	0.00304503	0.109101	0.000740933	0.000140802	0.0192145	0.0300569	0.181005	0.586695	1.70446	5.52472	33.2703	2.534113	0.00686917	0.00677925	0.0129632	0.0448601	0.0220051	0.0431798	0.0350786	0.0492316	0.0400986	0.0054193	0.0158243	0.00483842	0.0779507	9.7345e-05	0.00629111	0.014229	0.0168654	0.0172012	0.0133079	0.0126503	0.00813564	0.0556035	0.00450437	0.0057515	0.0678872	0.00874029	0.0071772	0.00818518	0.000636563	0.043194	0.000911474	0.0300355	0.00500199	0.0279543	0.00286701	0.0939161	0.00202793	0.0552344	0.0138741	0.00152365	0.00916337	0.0196517	0.00189465	0.0678839	0.000461017	8.76085e-05	0.0119555	1.607173
17352	-187.4574	-246.3862	58.9288	0.0311049	0.0462988	0.0714119	0.183907	0.483952	0.125561	0.00409744	0.39598	0.194108	0.0988499	0.332407	0.201694	0.138219	2.01641e-05	0.134711	0.0953647	0.165389	0.105784	0.0274909	0.0429898	0.0234283	0.170503	0.137431	0.0868209	0.222721	0.0315998	0.000571334	0.15142	0.010912	0.0744793	0.0200389	0.0253124	0.192102	0.0677932	0.161085	0.0522968	0.1687	0.0219388	0.241266	0.100503	0.0412684	0.0433959	0.0881641	0.0700325	0.000351229	0.000625666	0.0201222	0.138739	0.381635	0.740426	1.35057	2.62031	7.20779	1.428178	0.00609396	0.00907068	0.0139907	0.0360304	0.0948141	0.0245995	0.000802755	0.0775789	0.0380288	0.0193663	0.0651239	0.0395151	0.0270794	3.95048e-06	0.0263921	0.0186835	0.0324025	0.0207248	0.00538591	0.0084224	0.00458998	0.0334044	0.0269249	0.0170096	0.0436346	0.00619091	0.000111934	0.0296657	0.00213784	0.0145917	0.00392595	0.00495911	0.0376358	0.0132818	0.0315592	0.0102458	0.0330511	0.00429817	0.0472679	0.0196902	0.00808515	0.00850196	0.0172728	0.0137205	6.88115e-05	0.000122578	0.00394226	5.104224
17388	-176.9421	-241.8489	64.90679	0.0112071	0.00452202	0.0179206	0.0403499	0.00994949	0.0316854	0.000328632	0.047021	0.00378684	0.0192623	0.0734612	0.0353145	0.0105873	0.000173392	0.00882565	0.0124728	0.0191352	0.0172518	0.0128887	0.00370274	0.0271835	0.0222865	0.0159215	0.0161047	0.0585657	0.00660431	2.58917e-05	0.0177165	0.00272758	0.0244678	0.0208171	0.0016186	0.0495672	0.0601139	0.00471861	0.0137941	0.0103056	0.0163743	0.0351096	0.0144993	0.0126097	0.0201328	0.0136132	0.0698498	0.000768829	0.00734893	0.0163004	0.0557329	0.244611	0.644489	1.55162	4.08813	17.9427	2.087633	0.0119353	0.00481582	0.019085	0.0429715	0.0105959	0.033744	0.000349984	0.050076	0.00403288	0.0205138	0.078234	0.0376089	0.0112751	0.000184658	0.00939907	0.0132831	0.0203785	0.0183727	0.0137261	0.00394332	0.0289496	0.0237344	0.0169559	0.017151	0.0623708	0.0070334	2.7574e-05	0.0188676	0.0029048	0.0260575	0.0221696	0.00172376	0.0527876	0.0640196	0.00502519	0.0146903	0.0109752	0.0174381	0.0373907	0.0154414	0.0134289	0.0214409	0.0144977	0.074388	0.000818781	0.0078264	0.0173595	0.9389925
17424	-181.5146	-245.0261	63.51142	0.0120838	0.00562417	0.00890009	0.00593316	0.0340669	0.0133728	0.0589394	0.0200566	0.0232324	0.0390785	0.0720478	0.0301076	0.0948871	0.0169435	0.0141855	0.015493	0.0424195	0.0672401	0.0168461	0.00195341	0.0161787	0.0426082	0.022627	0.0196121	0.0295308	0.0751405	9.92827e-06	0.030131	0.00678675	0.0122591	0.0422639	0.00418477	0.0480541	0.0575943	0.00586475	0.0590086	0.0342651	0.017731	0.0074997	0.0217725	0.0237855	0.0282912	0.00691065	0.00282434	0.0193802	0.0152886	0.00858565	0.0129102	0.119867	0.515906	1.93834	8.34261	77.4578	3.145157	0.00965464	0.00449359	0.00711097	0.00474046	0.0272186	0.0106846	0.0470912	0.0160248	0.0185621	0.0312229	0.0575645	0.0240553	0.0758127	0.0135375	0.0113339	0.0123786	0.0338922	0.0537233	0.0134597	0.00156073	0.0129264	0.034043	0.0180784	0.0156696	0.0235944	0.0600355	7.93246e-06	0.024074	0.00542246	0.00979473	0.0337679	0.00334354	0.0383941	0.0460166	0.0046858	0.0471465	0.027377	0.0141666	0.00599209	0.0173957	0.0190041	0.022604	0.00552145	0.00225658	0.0154844	0.0122152	0.00685974	1.2516
17460	-181.8642	-246.3929	64.52872	0.00156754	0.0121736	0.0216705	0.000682001	0.0254042	0.0492891	0.00304656	0.0249369	0.00854805	0.00998532	0.0210114	0.00360002	0.018757	0.00128642	0.000675431	0.0265639	0.0373028	0.0189605	0.0273626	0.000964233	0.00624655	0.0150453	0.00512025	0.00781576	0.0108832	0.0434703	0.000604981	0.0122864	0.00776037	0.00700136	0.00928681	0.00780554	0.0649783	0.00875295	0.0109072	0.0223028	0.00857336	0.00390109	0.00306849	0.00790485	0.0182286	0.00333508	0.0033526	0.0283334	0.00392924	0.0112361	0.0045271	0.0247136	0.164524	0.56948	1.75599	6.07812	40.4636	2.675647	0.00240995	0.0187157	0.0333164	0.00104851	0.0390566	0.0757773	0.0046838	0.0383381	0.0131418	0.0153515	0.0323031	0.00553469	0.0288371	0.00197774	0.00103841	0.0408395	0.0573496	0.02915	0.0420674	0.00148242	0.00960348	0.0231308	0.0078719	0.012016	0.0167319	0.0668316	0.000930102	0.0188892	0.0119308	0.0107639	0.0142776	0.0120003	0.0998981	0.0134568	0.0167688	0.0342884	0.0131807	0.00599756	0.00471752	0.012153	0.0280247	0.00512737	0.0051543	0.0435599	0.00604085	0.0172745	0.00695999	0.650446
17496	-187.9396	-248.8978	60.95817	0.00710398	0.0666466	0.0213526	0.0738978	0.0967889	0.0943195	0.079591	0.000671443	0.0471439	0.0868881	0.119759	0.0244661	0.0859973	0.0138555	0.0152375	0.108393	0.0277856	0.0523652	0.0141246	0.0648855	0.282431	0.0807669	0.125266	0.0971842	0.301259	0.0548614	0.0015543	0.0141407	0.0727102	0.0101119	0.0223806	0.0225585	0.0889735	0.0519214	0.0130378	0.0386874	0.111739	0.137184	0.0645137	0.112629	0.0122006	0.0393764	0.0353664	0.148916	0.00553949	0.0928994	0.0240133	0.0207551	0.151097	0.554553	1.80325	6.61825	48.181	2.801867	0.00224561	0.0210674	0.0067497	0.0233595	0.0305955	0.029815	0.0251592	0.000212247	0.0149025	0.0274659	0.0378566	0.00773389	0.0271843	0.00437981	0.00481667	0.0342638	0.0087832	0.016553	0.00446487	0.0205107	0.0892782	0.0255309	0.0395974	0.0307205	0.0952297	0.017342	0.000491324	0.00446995	0.0229841	0.00319644	0.00707465	0.00713086	0.0281251	0.0164127	0.00412131	0.0122293	0.0353213	0.0433646	0.0203932	0.0356026	0.0038567	0.0124471	0.0111795	0.0470733	0.00175106	0.0293661	0.00759075	3.163496
17532	-195.3399	-258.2244	62.88449	0.0202052	0.00331282	0.00377872	0.0191721	0.0100317	0.0198728	0.00884246	0.00229914	0.0151347	0.0105293	0.0277126	0.000851726	0.0223908	0.00596498	0.00591545	0.00756516	0.00186539	0.0290426	0.00704861	0.00522257	0.000343404	0.0127151	0.0135618	0.004141	0.0395695	0.0114935	0.00697039	0.00129435	0.00324889	0.0113066	0.0168744	0.00414314	0.0161877	0.0273581	0.0403644	0.0169718	0.017796	0.00309144	0.00132632	0.0164141	0.00685156	0.00187821	0.000268414	0.020323	0.00629126	0.0219945	0.010598	0.00243592	0.0531458	0.400285	2.49822	18.8162	410.523	4.351018	0.0360719	0.00591432	0.00674609	0.0342276	0.0179094	0.0354785	0.0157863	0.00410462	0.0270198	0.0187978	0.0494749	0.00152057	0.0399738	0.0106492	0.0105608	0.0135059	0.00333025	0.0518492	0.0125838	0.00932376	0.000613073	0.0227	0.0242116	0.00739285	0.0706427	0.0205191	0.0124441	0.00231079	0.00580019	0.0201855	0.0301255	0.00739668	0.0288996	0.0488419	0.0720618	0.0302995	0.0317709	0.00551909	0.00236786	0.0293037	0.012232	0.00335314	0.000479195	0.0362823	0.0112317	0.0392664	0.0189205	0.5601355
17568	-183.8135	-247.0876	63.27412	0.00407094	0.00227552	0.00213724	0.00383114	0.0106479	0.0110528	0.000948733	0.00101116	0.00129534	0.00145496	0.00619436	0.00265177	0.0037931	0.000883677	0.000206562	0.00726244	0.00778611	0.00312538	0.00100394	0.00276206	0.000464954	0.00745258	0.0040704	0.00928376	0.00226367	0.00193646	0.00296848	0.00350095	0.00135992	0.00439867	0.000591556	0.00421963	0.00749585	0.00148902	0.00651948	0.0015588	0.00536213	0.00184778	0.00265301	0.00486697	0.00373542	0.00626891	0.00271801	0.00236105	0.000301053	0.00916624	0.00583123	0.00704466	0.0892064	0.470482	2.12548	11.21	141.951	3.583157	0.0227324	0.0127067	0.0119345	0.0213933	0.0594586	0.0617194	0.00529779	0.0056464	0.00723324	0.00812456	0.0345897	0.0148077	0.0211809	0.00493451	0.00115346	0.0405539	0.0434781	0.0174523	0.00560607	0.0154235	0.00259633	0.0416157	0.0227294	0.0518411	0.0126405	0.0108133	0.0165762	0.0195495	0.00759385	0.0245624	0.00330329	0.0235627	0.0418573	0.00831477	0.0364052	0.00870443	0.0299425	0.0103181	0.0148146	0.0271775	0.0208588	0.035006	0.0151776	0.0131843	0.0016811	0.0511848	0.0325619	0.1790811
17604	-174.2825	-238.203	63.92056	0.0119824	0.0138591	0.0237587	0.0197214	0.0717594	0.0278428	0.0393504	0.00589332	0.0109419	0.00014114	0.0121201	0.0168098	0.0377451	0.0148399	0.0116088	0.0351	0.00894813	0.0244167	0.00748781	0.031862	0.0749148	0.0822232	0.0162695	0.0779947	0.0169416	0.000604199	0.0242563	0.0344518	0.00700498	0.0290781	0.00586241	0.0708159	0.0253955	0.0189083	0.0279929	0.021697	0.0240524	0.00381529	0.0186797	0.0143821	0.0119803	0.00441381	0.0278282	0.097209	0.00049178	0.0811468	0.0293911	0.0236005	0.160868	0.565501	1.76834	6.21627	42.3719	2.708967	0.00940538	0.0108785	0.018649	0.01548	0.0563265	0.0218548	0.0308875	0.00462587	0.00858866	0.000110786	0.00951352	0.0131946	0.0296275	0.0116483	0.00911218	0.0275512	0.00702371	0.0191655	0.00587744	0.0250096	0.0588033	0.0645399	0.0127705	0.0612208	0.0132981	0.000474257	0.0190396	0.0270424	0.00549846	0.0228245	0.00460161	0.0555859	0.0199339	0.0148418	0.0219726	0.0170308	0.0188796	0.00299476	0.0146623	0.011289	0.00940378	0.00346456	0.0218433	0.0763028	0.000386015	0.063695	0.0230701	1.27399
17640	-184.0104	-247.644	63.63355	0.0147107	0.0790746	0.03467	0.036898	0.00559911	0.0320829	0.0856751	0.0171246	0.00537515	0.0105392	0.00950377	0.0223124	0.0698391	0.0219534	0.00415081	0.0386029	0.0144689	0.0170861	0.00900825	0.112484	0.0421311	0.0364146	0.0190138	0.0134713	0.0336374	0.0210658	0.00294937	0.0104144	0.00656081	0.021582	0.00544907	0.178126	0.0229036	0.00766904	0.018555	0.00759125	0.0470668	0.00146138	0.011654	0.00431473	0.045266	0.0447432	0.0197737	0.0843026	0.00378929	0.0803007	0.0421257	0.0225325	0.157276	0.56153	1.78085	6.35827	44.3803	2.742453	0.0099836	0.0536648	0.0235291	0.0250412	0.00379989	0.0217734	0.0581443	0.0116218	0.0036479	0.00715251	0.00644983	0.0151426	0.047397	0.0148989	0.00281699	0.0261982	0.00981949	0.0115956	0.00611354	0.0763386	0.0285927	0.0247132	0.0129039	0.00914244	0.0228284	0.0142965	0.00200162	0.00706781	0.00445256	0.0146468	0.00369807	0.120887	0.0155438	0.00520467	0.0125925	0.00515188	0.0319423	0.000991781	0.00790911	0.00292823	0.0307202	0.0303654	0.0134196	0.0572128	0.00257164	0.0544969	0.028589	1.473492
17676	-180.3854	-244.1094	63.72399	0.0208283	0.084647	0.00096176	0.036335	0.0990335	0.109179	0.0339241	0.0109406	0.0751009	0.0068471	0.000752052	0.0207528	0.10877	0.00185135	0.00897294	0.00910894	0.0140645	0.0498278	0.0273576	0.125014	0.00581764	0.0263939	0.0674599	0.0453272	0.0576928	0.0631668	0.00432846	0.0459556	0.104715	0.00107693	0.0160312	0.030704	0.0438104	0.00447541	0.0617774	0.0213193	0.0766854	0.07262	0.0450171	0.0372808	0.00951174	0.0450302	0.022946	0.045888	0.000256054	0.0422634	0.0251093	0.0546512	0.242284	0.64257	1.55625	4.12739	18.2978	2.101805	0.0111564	0.0453403	0.000515156	0.0194625	0.0530462	0.0584806	0.0181711	0.00586021	0.040227	0.00366757	0.000402828	0.011116	0.0582613	0.000991654	0.00480626	0.0048791	0.00753349	0.0266897	0.0146538	0.0669626	0.00311616	0.0141376	0.0361341	0.024279	0.0309025	0.0338346	0.00231849	0.0246156	0.0560892	0.000576848	0.00858693	0.0164462	0.0234666	0.00239721	0.0330904	0.0114194	0.0410757	0.0388981	0.0241129	0.0199691	0.00509486	0.0241199	0.0122908	0.0245794	0.000137152	0.0226379	0.0134495	1.866929
17712	-178.6521	-243.2846	64.63245	0.0549997	0.004263	0.00631523	0.00417316	0.0410694	0.0754818	0.0219448	0.0148808	0.00503617	0.0304111	0.0602977	0.0190735	0.0115991	0.00383768	0.0038803	0.0147246	0.0204641	0.0151643	0.00343355	0.0254508	0.00999199	0.0429366	0.000927352	0.0264445	0.033917	0.0354093	0.00788496	0.0260599	0.0144023	0.0136917	0.0422049	0.0270092	0.0119396	0.0122372	0.0239285	0.00238773	0.022734	0.0135005	0.0241472	0.0463159	0.0102555	0.0448367	0.0180803	0.0458487	0.0018771	0.0038447	0.00463486	0.0416093	0.212117	0.616459	1.62217	4.71438	24.0331	2.298949	0.0547834	0.00424623	0.00629039	0.00415674	0.0409078	0.0751849	0.0218584	0.0148223	0.00501636	0.0302915	0.0600606	0.0189984	0.0115535	0.00382259	0.00386504	0.0146667	0.0203836	0.0151046	0.00342004	0.0253507	0.00995269	0.0427677	0.000923704	0.0263405	0.0337836	0.03527	0.00785395	0.0259574	0.0143456	0.0136378	0.0420389	0.0269029	0.0118927	0.0121891	0.0238344	0.00237833	0.0226446	0.0134474	0.0240522	0.0461337	0.0102151	0.0446603	0.0180092	0.0456684	0.00186971	0.00382958	0.00461663	1.003949
17748	-178.1678	-241.5316	63.36381	0.0569826	0.0154323	0.0125288	0.011417	0.0392471	0.190083	0.00336964	0.00653677	0.066015	0.00946531	0.0341544	0.0288178	0.0658472	0.000946528	0.00189768	0.0039727	0.0302038	0.00646102	0.0576617	0.0170094	0.0493417	0.0736149	0.00871939	0.0586272	0.0944156	0.011228	0.00137235	0.0304142	0.0133209	0.00675741	0.0450677	0.0047511	0.00394814	0.0122964	0.0315348	0.0188588	0.0549049	0.0189867	0.0187698	0.0644143	0.0468398	0.102821	0.0145043	0.0698531	0.0113771	0.0361166	0.0372169	0.0195768	0.146851	0.549644	1.81936	6.8096	51.0808	2.844126	0.035656	0.00965651	0.00783971	0.00714404	0.0245583	0.118941	0.0021085	0.00409028	0.0413078	0.00592277	0.0213716	0.0180323	0.0412028	0.000592275	0.00118745	0.00248585	0.0188995	0.00404288	0.0360809	0.0106434	0.0308748	0.0460633	0.00545602	0.036685	0.0590791	0.00702577	0.000858726	0.0190312	0.00833535	0.00422834	0.0282004	0.00297293	0.00247048	0.00769431	0.0197324	0.0118006	0.0343559	0.0118806	0.0117449	0.0403062	0.0293093	0.0643387	0.00907583	0.0437095	0.00711902	0.0225994	0.0232879	1.598122
17784	-172.9155	-236.2688	63.35323	0.00795431	0.0173868	0.0027768	0.00528114	0.041223	0.0342072	0.00550516	0.00259819	0.0129546	0.00438884	0.00501097	0.000741944	0.0249687	0.000129955	0.000237019	0.0021395	0.00087971	0.00803551	0.0143074	0.0144706	0.00437585	0.0174141	0.0158191	0.0107011	0.0141729	0.0177108	0.00634873	0.0113075	0.00331797	0.00075564	0.00319095	0.00139361	0.00133278	0.0247284	0.00592	0.0222821	0.00478791	0.0210539	0.0287861	0.0100689	0.0159812	0.0136385	0.0199109	0.0125597	0.00939319	0.0452898	0.0106037	0.00465519	0.0728865	0.44174	2.26377	13.72	214.814	3.882716	0.0142539	0.0311567	0.00497596	0.00946369	0.0738707	0.0612986	0.00986513	0.00465589	0.0232144	0.00786471	0.00897954	0.00132955	0.0447434	0.000232877	0.000424733	0.00383393	0.00157642	0.0143995	0.0256386	0.025931	0.00784143	0.0312057	0.0283475	0.0191761	0.0253976	0.0317374	0.0113768	0.0202627	0.00594572	0.00135409	0.0057181	0.00249731	0.00238832	0.0443127	0.0106085	0.0399291	0.00857983	0.0377281	0.0515841	0.0180432	0.028638	0.0244399	0.0356799	0.0225067	0.0168324	0.0811583	0.0190016	0.5580427
17820	-183.3497	-246.8383	63.48865	0.00442025	0.00992906	0.0210444	0.0132643	0.0154289	0.00228776	0.00401141	0.0100001	0.0141676	0.0208526	0.0981758	0.0183116	0.0620034	0.00274852	0.00449517	0.0348597	0.0384903	0.00520523	0.0177334	0.0248186	0.0337303	0.0400989	0.0103323	0.00275705	0.098466	0.0688703	0.00732302	0.0200483	0.0494272	0.0474253	0.0098795	0.0360701	0.012446	0.0116228	0.0283145	0.0458877	0.00734558	0.0272311	0.0147964	0.0408949	0.0532124	0.0307105	0.101647	0.0126056	0.000935078	0.00678769	0.0322418	0.012973	0.120151	0.516287	1.93691	8.32289	77.0829	3.141649	0.00347134	0.00779756	0.0165268	0.0104168	0.0121167	0.00179664	0.00315026	0.00785339	0.0111262	0.0163761	0.0771001	0.0143806	0.048693	0.00215848	0.00353018	0.0273762	0.0302274	0.00408781	0.0139265	0.0194908	0.0264893	0.0314907	0.00811424	0.00216518	0.077328	0.0540857	0.00575097	0.0157444	0.0388165	0.0372444	0.00775864	0.0283268	0.00977416	0.00912767	0.0222362	0.0360369	0.00576868	0.0213853	0.01162	0.0321159	0.0417891	0.0241178	0.079826	0.00989955	0.000734342	0.00533056	0.0253204	1.273355
17856	-179.4279	-243.091	63.66318	0.0106401	0.0162762	0.00209933	0.0040505	0.0116594	0.0476895	0.017535	0.00223173	0.00181706	0.0381767	0.0096986	0.0422409	0.0458034	0.00475635	0.00175939	0.00483462	0.00287864	0.0345771	0.0280105	0.0106954	0.00230426	0.0257794	0.0176608	0.00294484	0.0320857	0.0462882	0.0093215	0.000859917	0.0274447	0.01616	0.0142485	0.00393622	0.0612603	0.0557492	0.0420666	0.0147666	0.0203961	0.00888806	0.00432779	0.0031532	0.00658194	0.00088432	0.013516	0.004492	0.0182605	0.00299784	0.00546998	0.00847414	0.0976173	0.483895	2.06656	10.2441	118.006	3.449571	0.0133122	0.0203637	0.00262654	0.00506772	0.0145875	0.0596659	0.0219387	0.0027922	0.00227338	0.0477642	0.0121342	0.0528491	0.0573062	0.00595083	0.00220124	0.00604876	0.00360156	0.0432606	0.0350449	0.0133814	0.00288294	0.0322535	0.0220961	0.0036844	0.0401436	0.0579127	0.0116624	0.00107587	0.034337	0.0202183	0.0178268	0.00492474	0.0766449	0.0697497	0.052631	0.018475	0.0255183	0.0111202	0.00541464	0.00394508	0.00823488	0.0011064	0.0169103	0.00562009	0.0228463	0.0037507	0.00684368	0.7992749
17892	-183.1517	-247.5515	64.39984	0.0157422	0.00468648	0.0045948	0.0241164	0.0540031	0.0122924	0.022698	0.0203416	0.0210538	0.00411998	0.0161397	0.0758649	0.0356501	0.0232292	0.00408022	0.0173279	0.0108488	0.0102774	0.00355883	0.0134963	0.00559172	0.0118192	0.0497077	0.00166156	0.0787683	0.0146098	0.00269748	0.0122744	0.0642364	0.0352576	0.000603511	0.0309017	0.0152074	0.00282255	0.0269042	0.00872418	0.00897578	0.00568795	0.0698367	0.00151155	0.00542506	0.0144162	0.00298129	0.00963704	0.0037933	0.0137775	0.0193791	0.0266904	0.170816	0.576187	1.73555	5.85424	37.4666	2.620005	0.0172738	0.00514245	0.00504186	0.0264628	0.0592574	0.0134884	0.0249064	0.0223208	0.0231022	0.00452084	0.01771	0.0832462	0.0391187	0.0254893	0.00447721	0.0190138	0.0119044	0.0112774	0.00390509	0.0148094	0.00613577	0.0129691	0.054544	0.00182323	0.0864322	0.0160313	0.00295993	0.0134687	0.0704863	0.038688	0.00066223	0.0339084	0.016687	0.00309718	0.0295219	0.00957301	0.00984909	0.00624137	0.0766315	0.00165862	0.0059529	0.0158188	0.00327136	0.0105747	0.00416237	0.015118	0.0212646	0.9113312
17928	-175.3116	-239.7519	64.44023	0.0112517	0.00264844	0.00389269	0.00777739	0.0528112	0.0394198	0.0149994	0.0334743	0.0174032	0.00777165	0.00380011	0.0678673	0.00811393	0.0157876	0.00778783	0.000104961	0.0127049	0.00561783	0.00645737	0.0424445	0.034703	0.0148591	0.0522825	0.00406412	0.037439	0.0031979	0.0350526	0.00247294	0.0259991	0.00891445	0.0261287	0.0267979	0.0762154	0.0191175	0.033956	0.0496105	0.00999139	0.00564701	0.00864024	4.06369e-05	0.0115337	0.0208181	0.00580354	0.010368	0.0146542	0.0122454	0.0410422	0.0298013	0.180252	0.585934	1.70668	5.54778	33.5555	2.540287	0.0117976	0.00277692	0.00408154	0.00815469	0.0553733	0.0413322	0.015727	0.0350983	0.0182475	0.00814868	0.00398447	0.0711598	0.00850756	0.0165535	0.00816565	0.000110053	0.0133213	0.00589037	0.00677064	0.0445037	0.0363865	0.01558	0.0548189	0.00426129	0.0392552	0.00335304	0.0367531	0.00259291	0.0272604	0.00934692	0.0273963	0.028098	0.0799129	0.020045	0.0356033	0.0520173	0.0104761	0.00592097	0.0090594	4.26083e-05	0.0120932	0.021828	0.00608509	0.010871	0.0153651	0.0128395	0.0430333	0.9537313
